sku,has_packaging,category,unit_weight_grams,packaging_type
alias-33748,yes,plastic,5.5,flowpack
alias-98654,yes,plastic,7.0,flowpack
alias-98654,yes,paper,1.0,label
alias-98654,yes,plastic,5.0,flowpack
alias-28047,yes,plastic,8.0,flowpack
alias-28047,yes,paper,1.0,label
alias-28047,yes,plastic,6.0,flowpack
alias-28060,yes,paper,1.0,label
alias-28060,yes,plastic,7.0,flowpack
alias-28060,yes,plastic,10.0,flowpack
alias-91319,yes,plastic,4.0,flowpack
alias-91319,yes,paper,1.0,label
alias-91319,yes,plastic,3.0,flowpack
alias-26689,no,no packaging,,none
alias-26689,no,no packaging,,none
alias-26689,no,no packaging,0.0,none
alias-56080,no,,0.0,none
alias-56080,no,,,none
alias-56080,no,,,none
alias-82931,no,no packaging,,none
alias-82931,no,no packaging,0.0,none
alias-82931,no,no packaging,,none
alias-87213,yes,paper,1.0,label
alias-87213,yes,paper,0.5,label
alias-87213,yes,plastic,2.0,flowpack
alias-87213,yes,plastic,20.0,shrink wrap
alias-87213,yes,paper,1.0,label
alias-92444,yes,paper,0.5,label
alias-92444,yes,plastic,2.0,flowpack
alias-92444,yes,paper,1.0,label
alias-92444,yes,plastic,2.0,flowpack
alias-92444,yes,plastic,20.0,shrink wrap
alias-92444,yes,paper,0.5,label
alias-92444,yes,plastic,20.0,shrink wrap
alias-48463,yes,plastic,0.76,flowpack
alias-48463,yes,paper,0.5,label
alias-14179,yes,plastic,0.76,flowpack
alias-14179,yes,paper,0.5,label
alias-13517,yes,plastic,3.0,flowpack
alias-13517,yes,plastic,2.0,flowpack
alias-13517,yes,paper,1.0,label
alias-13517,yes,paper,0.5,label
alias-13517,yes,plastic,2.0,flowpack
alias-35680,yes,paper,0.5,label
alias-35680,yes,paper,1.0,label
alias-35680,yes,plastic,3.0,flowpack
alias-35680,yes,plastic,2.0,flowpack
alias-35680,yes,plastic,2.0,flowpack
alias-35680,yes,plastic,3.0,flowpack
alias-86488,yes,paper,1.0,label
alias-86488,yes,plastic,3.0,flowpack
alias-86488,yes,plastic,3.0,flowpack
alias-86488,yes,paper,1.0,label
alias-57561,yes,plastic,2.0,flowpack
alias-57561,yes,paper,4.0,tray
alias-57561,yes,paper,0.5,label
alias-24594,yes,paper,4.0,tray
alias-24594,yes,paper,0.5,label
alias-24594,yes,plastic,2.0,flowpack
alias-84854,yes,paper,4.0,tray
alias-84854,yes,plastic,2.0,flowpack
alias-84854,yes,paper,0.5,label
alias-50557,yes,paper,0.5,label
alias-50557,yes,plastic,2.0,flowpack
alias-50557,yes,paper,4.0,tray
alias-31073,no,,0.0,none
alias-31073,no,,,none
alias-31073,no,,,none
alias-38044,no,no packaging,,none
alias-38044,no,no packaging,0.0,none
alias-79598,yes,plastic,2.0,flowpack
alias-79598,yes,paper,1.0,label
alias-79598,yes,plastic,20.0,shrink wrap
alias-79598,yes,paper,0.5,label
alias-40196,yes,paper,1.0,label
alias-40196,yes,plastic,2.0,flowpack
alias-40196,yes,plastic,20.0,shrink wrap
alias-40196,yes,paper,0.5,label
alias-18428,yes,paper,1.0,label
alias-18428,yes,plastic,4.0,flowpack
alias-18428,yes,plastic,3.5,flowpack
alias-38592,yes,plastic,5.0,flowpack
alias-38592,yes,paper,1.0,label
alias-38592,yes,plastic,5.0,flowpack
alias-14634,yes,plastic,5.5,flowpack
alias-14634,yes,plastic,5.0,flowpack
alias-14634,yes,paper,1.0,label
alias-95347,no,no packaging,0.0,none
alias-15336,no,,,none
alias-15336,no,,0.0,none
alias-72529,no,,0.0,none
alias-72529,no,,,none
alias-65658,no,no packaging,,none
alias-65658,no,no packaging,,none
alias-38009,no,,,none
alias-38009,no,,,none
alias-78311,no,,,none
alias-45799,no,,,none
alias-45838,no,no packaging,,none
alias-66186,no,no packaging,,none
alias-49596,yes,mixed,1.0,flowpack
alias-49596,yes,plastic,4.0,flowpack
alias-46209,yes,mixed,1.0,flowpack
alias-11729,yes,mixed,1.0,flowpack
alias-11729,yes,plastic,5.0,flowpack
alias-17716,no,,,none
alias-17716,no,,,none
alias-33851,no,,,none
alias-33851,no,,,none
alias-33851,no,,0.0,none
alias-93757,no,,,none
alias-63700,no,,,none
alias-68254,no,,,none
alias-57114,no,,,none
alias-57114,no,,,none
alias-74651,no,,,none
alias-74651,no,,,none
alias-85334,no,,,none
alias-85334,no,,,none
alias-39910,no,no packaging,0.0,none
alias-39910,no,no packaging,,none
alias-39910,no,no packaging,0.0,none
alias-91172,no,,,none
alias-35194,yes,paper,0.76,label
alias-35194,yes,plastic,2.289,flowpack
alias-30660,no,,,none
alias-54292,no,no packaging,,none
alias-54292,no,no packaging,0.0,none
alias-58888,no,,,none
alias-58888,no,,0.0,none
alias-74675,no,,,none
alias-15948,no,,,none
alias-88288,no,,,none
alias-64911,no,,,none
alias-48551,yes,plastic,1.0,net
alias-48551,yes,plastic,1.35,net
alias-78729,yes,plastic,1.35,net
alias-35165,yes,plastic,1.35,net
alias-72429,yes,plastic,1.35,net
alias-43520,yes,plastic,1.35,net
alias-63826,yes,plastic,1.35,net
alias-25345,yes,plastic,1.35,net
alias-70225,yes,plastic,1.35,net
alias-49126,yes,plastic,1.35,net
alias-26660,yes,plastic,1.35,net
alias-92169,yes,plastic,1.35,net
alias-26372,yes,plastic,1.35,net
alias-43710,yes,plastic,1.35,net
alias-86750,yes,plastic,1.35,net
alias-47127,yes,plastic,1.35,net
alias-10423,yes,plastic,1.35,net
alias-31707,yes,plastic,1.35,net
alias-91132,yes,plastic,1.35,net
alias-66918,yes,plastic,1.35,net
alias-44769,yes,plastic,1.35,net
alias-87121,yes,plastic,1.35,net
alias-42978,yes,plastic,1.35,net
alias-43937,yes,plastic,1.35,net
alias-65940,yes,plastic,1.35,net
alias-28942,yes,plastic,1.35,net
alias-97388,yes,plastic,2.0,flowpack
alias-97388,yes,paper,4.0,tray
alias-97388,yes,paper,0.5,label
alias-97388,yes,plastic,1.0,flowpack
alias-97388,yes,paper,4.0,tray
alias-97388,yes,mixed,0.5,label
alias-82046,yes,mixed,0.5,label
alias-82046,yes,plastic,2.0,flowpack
alias-82046,yes,paper,7.0,tray
alias-82046,yes,paper,4.0,tray
alias-82046,yes,plastic,1.0,flowpack
alias-82046,yes,paper,0.5,label
alias-87807,yes,mixed,1.5,flowpack
alias-87807,yes,paper,4.0,tray
alias-87807,yes,paper,4.0,tray
alias-87807,yes,paper,0.5,label
alias-87807,yes,plastic,2.0,flowpack
alias-17198,yes,mixed,1.5,flowpack
alias-17198,yes,paper,4.0,tray
alias-17198,yes,mixed,1.0,flowpack
alias-85266,yes,mixed,1.5,flowpack
alias-85266,yes,mixed,1.0,flowpack
alias-85266,yes,paper,7.0,tray
alias-61029,yes,mixed,1.5,flowpack
alias-61029,yes,paper,4.0,tray
alias-61029,yes,mixed,1.0,flowpack
alias-85615,yes,mixed,1.5,flowpack
alias-85615,yes,mixed,1.0,flowpack
alias-85615,yes,paper,7.0,tray
alias-42304,yes,mixed,1.5,flowpack
alias-42304,yes,paper,4.0,tray
alias-42304,yes,mixed,1.0,flowpack
alias-46183,yes,mixed,1.5,flowpack
alias-46183,yes,paper,7.0,tray
alias-46183,yes,mixed,1.0,flowpack
alias-24918,yes,mixed,1.5,flowpack
alias-24918,yes,mixed,1.0,flowpack
alias-24918,yes,paper,4.0,tray
alias-82035,yes,plastic,1.0,flowpack
alias-82035,yes,mixed,0.5,label
alias-82035,yes,paper,4.0,tray
alias-36944,yes,paper,7.0,tray
alias-36944,yes,mixed,1.5,flowpack
alias-19248,yes,plastic,1.0,flowpack
alias-19248,yes,paper,4.0,tray
alias-19248,yes,mixed,0.5,label
alias-61851,yes,paper,7.0,tray
alias-61851,yes,plastic,1.0,flowpack
alias-61851,yes,mixed,0.5,label
alias-71934,no,no packaging,0.0,none
alias-71934,no,no packaging,,none
alias-71934,no,no packaging,,none
alias-81165,no,,,none
alias-81165,no,,,none
alias-81165,no,,0.0,none
alias-27426,no,,,none
alias-27426,no,,,none
alias-27426,no,,,none
alias-90766,no,,0.0,none
alias-90766,no,,,none
alias-90766,no,,0.0,none
alias-85247,no,,,none
alias-47825,no,no packaging,,none
alias-44426,no,,0.0,none
alias-44426,no,,0.0,none
alias-44426,no,,0.0,none
alias-87185,no,,,none
alias-87185,no,,0.0,none
alias-79352,no,no packaging,,none
alias-79352,no,no packaging,0.0,none
alias-82569,no,,,none
alias-82569,no,,0.0,none
alias-35003,no,,0.0,none
alias-35003,no,,,none
alias-52313,no,,,none
alias-52313,no,,,none
alias-99413,no,,,none
alias-99413,no,,,none
alias-24359,yes,mixed,0.5,label
alias-34219,no,,,none
alias-34219,no,,0.0,none
alias-34219,no,,,none
alias-64080,no,,,none
alias-64080,no,,0.0,none
alias-73252,no,,0.0,none
alias-73252,no,,,none
alias-39015,yes,mixed,1.5,flowpack
alias-39015,yes,plastic,3.0,tray
alias-39015,yes,paper,0.5,label
alias-39015,yes,paper,4.0,tray
alias-39015,yes,plastic,2.0,flowpack
alias-42145,yes,mixed,1.5,flowpack
alias-42145,yes,plastic,3.0,tray
alias-46808,yes,paper,0.76,label
alias-46808,yes,plastic,9.63,tray
alias-35895,yes,plastic,9.63,tray
alias-35895,yes,paper,0.76,label
alias-12564,yes,paper,0.5,label
alias-12564,yes,plastic,1.0,flowpack
alias-12564,yes,mixed,1.0,flowpack
alias-12969,yes,mixed,1.8,flowpack
alias-12969,yes,paper,0.5,label
alias-12969,yes,plastic,1.0,flowpack
alias-99824,yes,plastic,2.0,flowpack
alias-99824,yes,paper,0.5,label
alias-99824,yes,plastic,2.0,flowpack
alias-95047,yes,plastic,2.0,flowpack
alias-85702,yes,mixed,8.0,flowpack
alias-85702,yes,mixed,8.0,flowpack
alias-19490,yes,mixed,4.0,flowpack
alias-87871,no,,0.0,none
alias-87871,no,,0.0,none
alias-87871,no,,,none
alias-15176,no,,0.0,none
alias-15176,no,,,none
alias-15176,no,,0.0,none
alias-60134,yes,paper,1.0,label
alias-60134,yes,plastic,4.0,flowpack
alias-60134,yes,paper,1.0,label
alias-60134,yes,plastic,4.0,flowpack
alias-60134,yes,plastic,3.0,flowpack
alias-60134,yes,plastic,4.0,flowpack
alias-60134,yes,plastic,3.0,flowpack
alias-62303,yes,plastic,3.5,flowpack
alias-62303,yes,plastic,4.0,flowpack
alias-62303,yes,paper,1.0,label
alias-99873,yes,plastic,4.0,flowpack
alias-99873,yes,plastic,4.0,flowpack
alias-99873,yes,paper,1.0,label
alias-84385,yes,plastic,5.0,flowpack
alias-84385,yes,plastic,5.0,flowpack
alias-84385,yes,paper,1.0,label
alias-62248,yes,plastic,5.5,flowpack
alias-36252,no,,,none
alias-36252,no,,,none
alias-36252,no,,0.0,none
alias-36252,no,,,none
alias-36252,yes,paper,1.0,label
alias-30936,yes,plastic,1.0,flowpack
alias-30936,yes,plastic,2.0,flowpack
alias-30936,yes,paper,0.5,label
alias-79675,no,no packaging,,none
alias-79675,no,no packaging,,none
alias-79675,no,no packaging,,none
alias-54318,yes,mixed,1.0,flowpack
alias-54318,yes,mixed,1.0,flowpack
alias-28469,yes,mixed,1.0,flowpack
alias-28469,yes,mixed,1.0,flowpack
alias-43213,yes,mixed,1.0,flowpack
alias-43213,yes,mixed,1.0,flowpack
alias-37800,yes,paper,1.0,label
alias-37800,yes,plastic,20.0,shrink wrap
alias-37800,yes,plastic,20.0,shrink wrap
alias-37800,yes,paper,1.0,label
alias-79190,no,no packaging,,none
alias-79190,no,no packaging,0.0,none
alias-79190,no,no packaging,,none
alias-25977,no,no packaging,0.0,none
alias-25977,no,no packaging,,none
alias-25977,no,no packaging,,none
alias-34965,no,,0.0,none
alias-34965,no,,,none
alias-44708,no,no packaging,0.0,none
alias-11331,no,no packaging,0.0,none
alias-90173,no,,,none
alias-90173,no,,0.0,none
alias-88215,yes,paper,1.0,label
alias-88215,yes,plastic,20.0,shrink wrap
alias-88215,yes,paper,0.5,label
alias-88215,yes,plastic,2.0,flowpack
alias-21470,no,,0.0,none
alias-21470,no,,0.0,none
alias-78026,no,no packaging,,none
alias-78026,no,no packaging,,none
alias-91362,yes,plastic,4.0,flowpack
alias-91362,yes,plastic,4.0,flowpack
alias-92133,no,,,none
alias-25439,yes,paper,0.5,label
alias-25439,yes,plastic,2.0,flowpack
alias-36520,yes,plastic,2.0,flowpack
alias-36520,yes,paper,0.76,label
alias-36520,yes,paper,0.5,label
alias-76602,yes,plastic,2.0,flowpack
alias-76602,yes,paper,0.76,label
alias-76602,yes,paper,0.5,label
alias-17249,no,,0.0,none
alias-17249,no,,,none
alias-21779,no,,,none
alias-21779,no,,,none
alias-25350,no,,,none
alias-25350,no,,,none
alias-20804,no,,,none
alias-73390,no,,,none
alias-73390,no,,,none
alias-92487,no,,,none
alias-15260,no,,,none
alias-15260,no,,,none
alias-92775,no,,,none
alias-24964,no,no packaging,,none
alias-24964,no,no packaging,,none
alias-24964,no,no packaging,,none
alias-94338,no,,,none
alias-94338,no,,,none
alias-33533,no,,0.0,none
alias-94174,no,no packaging,,none
alias-94174,no,no packaging,0.0,none
alias-74548,no,,,none
alias-95581,no,,0.0,none
alias-95581,no,,,none
alias-11073,no,no packaging,0.0,none
alias-11073,no,no packaging,,none
alias-72466,no,no packaging,0.0,none
alias-72466,no,no packaging,,none
alias-37458,no,no packaging,0.0,none
alias-22002,no,no packaging,0.0,none
alias-55106,no,,0.0,none
alias-55106,no,,,none
alias-15454,no,no packaging,0.0,none
alias-40897,no,,,none
alias-40897,no,,0.0,none
alias-31278,no,,,none
alias-31278,no,,0.0,none
alias-49267,no,,0.0,none
alias-49267,no,,,none
alias-44235,no,,0.0,none
alias-67554,no,no packaging,,none
alias-67554,no,no packaging,0.0,none
alias-30386,yes,plastic,1.0,flowpack
alias-11302,yes,plastic,1.0,flowpack
alias-74815,yes,plastic,1.0,flowpack
alias-37900,yes,plastic,1.0,flowpack
alias-87920,yes,plastic,1.0,flowpack
alias-16938,yes,plastic,1.0,flowpack
alias-43804,yes,plastic,1.0,flowpack
alias-54459,yes,plastic,1.0,flowpack
alias-23995,yes,plastic,1.0,flowpack
alias-21026,yes,plastic,1.0,flowpack
alias-50407,yes,plastic,1.0,flowpack
alias-96688,yes,plastic,1.0,flowpack
alias-91140,yes,plastic,1.0,flowpack
alias-64308,yes,plastic,1.0,flowpack
alias-90130,yes,plastic,1.0,flowpack
alias-14378,yes,plastic,1.0,flowpack
alias-31574,yes,plastic,1.0,flowpack
alias-67206,yes,plastic,1.0,flowpack
alias-35920,yes,plastic,1.0,flowpack
alias-35920,yes,paper,0.5,label
alias-35920,yes,plastic,1.0,flowpack
alias-25321,yes,plastic,1.0,flowpack
alias-34512,yes,plastic,1.0,flowpack
alias-85126,yes,plastic,1.0,flowpack
alias-23317,yes,plastic,1.0,flowpack
alias-28409,yes,plastic,1.0,flowpack
alias-43366,yes,plastic,1.0,flowpack
alias-82063,yes,plastic,1.0,flowpack
alias-51655,yes,plastic,1.0,flowpack
alias-73092,yes,plastic,1.0,flowpack
alias-61401,yes,plastic,1.0,flowpack
alias-39188,yes,plastic,1.0,flowpack
alias-39220,yes,paper,0.5,label
alias-39220,yes,plastic,1.0,flowpack
alias-39220,yes,plastic,1.0,flowpack
alias-61031,yes,plastic,1.0,flowpack
alias-82673,yes,plastic,1.0,flowpack
alias-42460,yes,plastic,1.0,flowpack
alias-30858,yes,plastic,1.0,flowpack
alias-49849,yes,plastic,1.0,flowpack
alias-29693,yes,plastic,1.0,flowpack
alias-91143,yes,plastic,1.0,flowpack
alias-15804,yes,plastic,1.0,flowpack
alias-47802,yes,plastic,1.0,flowpack
alias-46262,yes,plastic,1.0,flowpack
alias-72719,yes,plastic,1.0,flowpack
alias-10920,yes,plastic,1.0,flowpack
alias-13756,yes,plastic,1.0,flowpack
alias-88476,yes,plastic,1.0,flowpack
alias-42006,yes,plastic,1.0,flowpack
alias-38600,yes,plastic,1.0,flowpack
alias-46863,yes,plastic,1.0,flowpack
alias-13884,yes,plastic,1.0,flowpack
alias-70306,yes,plastic,1.0,flowpack
alias-73120,yes,plastic,1.0,flowpack
alias-49467,yes,plastic,1.0,flowpack
alias-89299,yes,plastic,2.0,flowpack
alias-89299,yes,plastic,1.0,flowpack
alias-89299,yes,paper,0.5,label
alias-93718,yes,plastic,1.0,flowpack
alias-41378,yes,plastic,1.0,flowpack
alias-43052,yes,plastic,1.0,flowpack
alias-97105,yes,plastic,1.0,flowpack
alias-56626,yes,plastic,1.0,flowpack
alias-73165,yes,plastic,1.0,flowpack
alias-69978,yes,plastic,1.0,flowpack
alias-69978,yes,plastic,2.0,flowpack
alias-69978,yes,paper,0.5,label
alias-33733,yes,plastic,1.0,flowpack
alias-98845,yes,plastic,1.0,flowpack
alias-38323,yes,plastic,1.0,flowpack
alias-37368,yes,plastic,1.0,flowpack
alias-72260,yes,plastic,1.0,flowpack
alias-10080,yes,plastic,1.0,flowpack
alias-18217,yes,plastic,1.0,flowpack
alias-15599,yes,plastic,1.0,flowpack
alias-78526,yes,plastic,1.0,flowpack
alias-65740,yes,plastic,1.0,flowpack
alias-99630,yes,plastic,1.0,flowpack
alias-83170,yes,plastic,1.0,flowpack
alias-66456,yes,plastic,1.0,flowpack
alias-32977,yes,plastic,1.0,flowpack
alias-20237,yes,plastic,1.0,flowpack
alias-37713,yes,plastic,20.0,flowpack
alias-37713,yes,paper,50.0,Carton
alias-37713,yes,paper,50.0,tray
alias-21064,yes,plastic,1.0,flowpack
alias-21759,yes,plastic,1.0,flowpack
alias-49128,yes,plastic,1.0,flowpack
alias-76635,yes,plastic,1.0,flowpack
alias-15234,yes,plastic,1.0,flowpack
alias-81979,yes,plastic,1.0,flowpack
alias-26302,yes,plastic,1.0,flowpack
alias-21805,yes,plastic,1.0,flowpack
alias-21805,yes,plastic,2.0,flowpack
alias-21805,yes,paper,0.5,label
alias-36190,yes,plastic,1.0,flowpack
alias-23470,yes,plastic,1.0,flowpack
alias-81464,yes,plastic,1.0,flowpack
alias-81464,yes,plastic,2.0,flowpack
alias-81464,yes,paper,0.5,label
alias-88805,yes,plastic,1.0,flowpack
alias-67100,yes,plastic,1.0,flowpack
alias-56640,yes,plastic,1.0,flowpack
alias-82523,yes,plastic,1.0,flowpack
alias-79730,yes,plastic,1.0,flowpack
alias-51294,yes,plastic,1.0,flowpack
alias-64364,yes,plastic,1.0,flowpack
alias-82090,yes,plastic,1.0,flowpack
alias-97893,yes,plastic,1.0,flowpack
alias-84748,yes,plastic,1.0,flowpack
alias-25692,yes,plastic,1.0,flowpack
alias-25692,yes,plastic,2.0,flowpack
alias-25692,yes,paper,0.5,label
alias-38983,yes,plastic,1.0,flowpack
alias-43941,yes,plastic,1.0,flowpack
alias-98656,yes,plastic,1.0,flowpack
alias-32514,yes,plastic,1.0,flowpack
alias-70162,yes,paper,0.5,label
alias-70162,yes,plastic,2.0,flowpack
alias-70162,yes,plastic,1.0,flowpack
alias-39563,yes,paper,0.5,label
alias-39563,yes,plastic,2.0,flowpack
alias-39563,yes,plastic,1.0,flowpack
alias-75419,yes,plastic,1.0,flowpack
alias-75419,yes,plastic,2.0,flowpack
alias-75419,yes,paper,0.5,label
alias-30072,yes,plastic,1.0,flowpack
alias-97871,yes,plastic,1.0,flowpack
alias-32169,yes,plastic,1.0,flowpack
alias-39624,yes,plastic,1.0,flowpack
alias-90744,yes,plastic,1.0,flowpack
alias-11907,yes,paper,0.5,label
alias-11907,yes,plastic,1.0,flowpack
alias-11907,yes,plastic,2.0,flowpack
alias-99478,yes,plastic,1.0,flowpack
alias-57262,yes,plastic,1.0,flowpack
alias-77879,yes,plastic,1.0,flowpack
alias-26938,yes,plastic,1.0,flowpack
alias-85398,yes,plastic,1.0,flowpack
alias-42490,yes,plastic,1.0,flowpack
alias-73136,yes,plastic,1.0,flowpack
alias-91615,yes,plastic,1.0,flowpack
alias-22218,yes,plastic,1.0,flowpack
alias-79610,yes,plastic,1.0,flowpack
alias-84429,yes,plastic,1.0,flowpack
alias-95839,yes,plastic,1.0,flowpack
alias-17050,yes,plastic,1.0,flowpack
alias-21355,yes,plastic,1.0,flowpack
alias-29636,yes,plastic,1.0,flowpack
alias-40364,yes,plastic,1.0,flowpack
alias-28657,yes,plastic,1.0,flowpack
alias-31619,yes,paper,0.5,label
alias-31619,yes,plastic,1.0,flowpack
alias-31619,yes,plastic,2.0,flowpack
alias-46784,yes,plastic,1.0,flowpack
alias-73369,yes,plastic,1.0,flowpack
alias-11778,yes,plastic,1.0,flowpack
alias-85785,yes,plastic,1.0,flowpack
alias-96241,yes,plastic,1.0,flowpack
alias-67490,yes,plastic,1.0,flowpack
alias-34539,yes,plastic,1.0,flowpack
alias-68370,yes,plastic,1.0,flowpack
alias-81932,yes,plastic,1.0,flowpack
alias-59031,yes,plastic,1.0,flowpack
alias-59031,yes,paper,0.5,label
alias-59031,yes,plastic,2.0,flowpack
alias-12258,yes,plastic,1.0,flowpack
alias-72697,yes,plastic,1.0,flowpack
alias-92310,yes,plastic,1.0,flowpack
alias-26758,yes,plastic,1.0,flowpack
alias-21882,yes,plastic,4.0,flowpack
alias-21882,yes,paper,1.0,label
alias-21882,yes,plastic,4.0,flowpack
alias-26348,no,,0.0,none
alias-20407,yes,plastic,1.0,flowpack
alias-71247,yes,plastic,1.0,flowpack
alias-19369,no,,0.0,none
alias-19369,no,,0.0,none
alias-23983,no,,,none
alias-25492,no,,,none
alias-38408,yes,paper,0.5,label
alias-38408,yes,paper,1.0,label
alias-38408,yes,plastic,2.0,flowpack
alias-38408,yes,plastic,20.0,shrink wrap
alias-38408,yes,paper,1.0,label
alias-38408,yes,plastic,20.0,shrink wrap
alias-60175,yes,plastic,20.0,shrink wrap
alias-60175,yes,paper,1.0,label
alias-60175,yes,plastic,2.0,flowpack
alias-60175,yes,paper,0.5,label
alias-23890,yes,paper,1.0,label
alias-23890,yes,plastic,20.0,shrink wrap
alias-43674,yes,mixed,1.5,flowpack
alias-43674,yes,paper,4.0,tray
alias-43674,yes,plastic,2.0,flowpack
alias-43674,yes,plastic,3.0,tray
alias-43674,yes,paper,0.5,label
alias-26064,yes,plastic,1.0,flowpack
alias-15854,yes,plastic,1.0,flowpack
alias-79390,yes,plastic,20.0,thermoform
alias-40062,yes,plastic,20.0,thermoform
alias-90591,yes,plastic,20.0,thermoform
alias-54734,yes,plastic,20.0,thermoform
alias-48068,no,,,none
alias-89983,no,no packaging,,none
alias-89983,no,no packaging,0.0,none
alias-47932,no,,,none
alias-67767,yes,plastic,1.0,flowpack
alias-19313,yes,plastic,1.0,flowpack
alias-89078,yes,mixed,1.5,flowpack
alias-89078,yes,mixed,1.0,flowpack
alias-89078,yes,paper,7.0,tray
alias-10703,no,,,none
alias-89840,no,,0.0,none
alias-53530,no,,,none
alias-53530,no,,,none
alias-10349,yes,paper,0.5,label
alias-10349,yes,plastic,1.0,flowpack
alias-10349,yes,paper,4.0,tray
alias-10349,yes,mixed,1.0,flowpack
alias-13362,yes,paper,0.5,label
alias-13362,yes,paper,0.5,label
alias-13362,yes,paper,4.0,tray
alias-13362,yes,mixed,1.5,flowpack
alias-13362,yes,plastic,2.0,flowpack
alias-13362,yes,mixed,1.0,flowpack
alias-13362,yes,paper,4.0,tray
alias-13362,yes,paper,4.0,tray
alias-63117,yes,paper,4.0,tray
alias-63117,yes,mixed,1.0,flowpack
alias-43652,yes,plastic,4.0,flowpack
alias-62443,yes,plastic,1.0,flowpack
alias-33584,yes,paper,1.0,label
alias-33584,yes,plastic,3.5,flowpack
alias-33584,yes,plastic,4.0,flowpack
alias-30356,yes,paper,1.0,label
alias-30356,yes,plastic,4.0,flowpack
alias-30356,yes,plastic,5.0,flowpack
alias-82078,yes,plastic,1.0,flowpack
alias-30445,yes,plastic,3.0,flowpack
alias-30445,yes,plastic,4.0,flowpack
alias-30445,yes,paper,1.0,label
alias-67445,yes,paper,1.0,label
alias-67445,yes,plastic,4.0,flowpack
alias-41649,yes,plastic,4.0,flowpack
alias-41649,yes,plastic,4.0,flowpack
alias-41649,yes,paper,1.0,label
alias-90301,yes,plastic,5.0,flowpack
alias-90301,yes,paper,1.0,label
alias-90301,yes,plastic,5.0,flowpack
alias-95630,yes,paper,1.0,label
alias-95630,yes,plastic,2.0,flowpack
alias-95630,yes,plastic,5.5,flowpack
alias-68391,yes,plastic,1.0,flowpack
alias-34790,yes,plastic,1.0,flowpack
alias-62391,yes,plastic,1.0,flowpack
alias-33770,yes,plastic,1.0,flowpack
alias-81149,yes,plastic,4.0,shrink wrap
alias-81149,yes,paper,1.0,label
alias-15166,yes,plastic,1.0,flowpack
alias-76036,yes,plastic,1.0,flowpack
alias-22651,yes,paper,4.0,tray
alias-22651,yes,paper,4.0,tray
alias-22651,yes,mixed,1.5,flowpack
alias-22651,yes,mixed,1.0,flowpack
alias-22651,yes,plastic,2.0,flowpack
alias-22651,yes,paper,0.5,label
alias-22651,yes,paper,0.5,label
alias-22651,yes,paper,4.0,tray
alias-51000,yes,plastic,4.0,flowpack
alias-85278,yes,plastic,1.0,flowpack
alias-57818,yes,plastic,4.0,shrink wrap
alias-57818,yes,paper,1.0,label
alias-31496,yes,paper,1.0,label
alias-31496,yes,paper,1.0,label
alias-31496,yes,plastic,20.0,shrink wrap
alias-31496,yes,plastic,20.0,shrink wrap
alias-31496,yes,paper,0.5,label
alias-31496,yes,plastic,2.0,flowpack
alias-61233,yes,plastic,1.0,flowpack
alias-73138,yes,plastic,1.0,flowpack
alias-43539,yes,plastic,1.0,flowpack
alias-99335,yes,paper,0.5,label
alias-99335,yes,plastic,2.0,flowpack
alias-99335,yes,plastic,1.0,flowpack
alias-65983,yes,plastic,1.0,flowpack
alias-85936,yes,plastic,1.0,flowpack
alias-57314,no,,,none
alias-57314,no,,,none
alias-77521,no,,,none
alias-77521,no,,,none
alias-39907,no,,,none
alias-10469,no,,0.0,none
alias-72272,yes,paper,1.0,label
alias-72272,yes,plastic,4.0,flowpack
alias-72272,yes,plastic,3.5,flowpack
alias-54779,yes,paper,1.0,label
alias-54779,yes,plastic,4.0,flowpack
alias-54779,yes,plastic,5.0,flowpack
alias-17686,yes,plastic,0.76,flowpack
alias-17686,yes,paper,0.5,label
alias-92940,yes,plastic,2.0,flowpack
alias-92940,yes,paper,0.5,label
alias-92940,yes,plastic,3.0,flowpack
alias-92940,yes,paper,1.0,label
alias-92940,yes,paper,0.5,label
alias-92940,yes,plastic,2.0,flowpack
alias-92203,yes,plastic,2.0,flowpack
alias-92203,yes,paper,1.0,label
alias-92203,yes,paper,0.5,label
alias-92203,yes,plastic,3.0,flowpack
alias-92203,yes,paper,0.5,label
alias-92203,yes,plastic,2.0,flowpack
alias-51241,yes,plastic,1.35,net
alias-82362,yes,plastic,1.35,net
alias-96250,yes,plastic,1.35,net
alias-18573,yes,plastic,3.0,tray
alias-18573,yes,mixed,1.5,flowpack
alias-18573,yes,paper,4.0,tray
alias-18573,yes,plastic,2.0,flowpack
alias-18573,yes,paper,0.5,label
alias-47684,yes,mixed,1.5,flowpack
alias-47684,yes,plastic,3.0,tray
alias-49704,yes,plastic,1.35,net
alias-55049,no,no packaging,0.0,none
alias-60008,yes,plastic,1.0,flowpack
alias-60008,yes,plastic,1.0,flowpack
alias-60008,yes,paper,0.5,label
alias-61046,yes,plastic,4.0,flowpack
alias-61046,yes,plastic,3.0,flowpack
alias-61046,yes,paper,1.0,label
alias-85039,yes,plastic,4.0,flowpack
alias-85039,yes,plastic,4.0,flowpack
alias-85039,yes,paper,1.0,label
alias-66353,yes,paper,0.5,label
alias-66353,yes,plastic,1.0,flowpack
alias-66353,yes,plastic,1.0,flowpack
alias-73328,yes,plastic,6.4,thermoform
alias-16673,yes,plastic,6.4,thermoform
alias-62181,yes,plastic,6.4,thermoform
