sku,has_packaging,category,unit_weight_grams,packaging_type
alias-85130,yes,plastic,6.4,thermoform
alias-46356,yes,plastic,6.4,thermoform
alias-70178,yes,paper,0.76,label
alias-70178,yes,plastic,2.289,flowpack
alias-56240,yes,plastic,3.0,flowpack
alias-56240,yes,mixed,1.0,flowpack
alias-95875,yes,plastic,3.5,flowpack
alias-95875,yes,mixed,1.0,flowpack
alias-43918,yes,plastic,1.0,flowpack
alias-97083,no,,,none
alias-94574,no,no packaging,,none
alias-94574,no,no packaging,,none
alias-60585,yes,plastic,1.0,flowpack
alias-65110,yes,plastic,1.0,flowpack
alias-74226,yes,plastic,1.0,flowpack
alias-32568,yes,plastic,3.0,flowpack
alias-54742,yes,plastic,1.0,flowpack
alias-69380,yes,plastic,20.0,thermoform
alias-51309,yes,plastic,20.0,thermoform
alias-96635,yes,plastic,1.0,flowpack
alias-91694,no,,,none
alias-61191,yes,plastic,1.0,flowpack
alias-93312,yes,plastic,1.0,sachet
alias-36711,yes,plastic,2.0,sachet
alias-97168,yes,plastic,3.0,sachet
alias-21555,yes,plastic,5.0,sachet
alias-99117,yes,plastic,2.0,sachet
alias-27279,yes,plastic,3.0,sachet
alias-28930,yes,plastic,5.0,sachet
alias-78602,yes,plastic,5.0,sachet
alias-55469,yes,plastic,2.0,sachet
alias-40886,yes,plastic,3.0,sachet
alias-11228,yes,plastic,5.0,sachet
alias-89220,yes,plastic,3.0,sachet
alias-75816,yes,plastic,5.0,sachet
alias-57596,yes,plastic,2.0,sachet
alias-60154,yes,plastic,3.0,sachet
alias-48466,yes,plastic,5.0,sachet
alias-19751,yes,plastic,2.0,sachet
alias-83229,yes,plastic,3.0,sachet
alias-68240,yes,plastic,5.0,sachet
alias-69013,yes,plastic,2.0,sachet
alias-59981,yes,plastic,3.0,sachet
alias-59967,yes,plastic,5.0,sachet
alias-75283,yes,plastic,1.2,thermoform
alias-43486,yes,plastic,1.2,thermoform
alias-66986,yes,plastic,2.0,sachet
alias-66986,yes,plastic,2.0,sachet
alias-51811,yes,plastic,2.0,sachet
alias-51811,yes,plastic,2.0,sachet
alias-94490,yes,plastic,2.0,sachet
alias-94490,yes,plastic,2.0,sachet
alias-67281,yes,plastic,1.5,thermoform
alias-67281,yes,plastic,1.5,thermoform
alias-13677,yes,plastic,16.0,rigid (e.g. clamshell)
alias-95406,yes,plastic,16.0,rigid (e.g. clamshell)
alias-68565,yes,plastic,16.0,rigid (e.g. clamshell)
alias-94669,yes,tetrapak,9.0,tetrapak
alias-94669,yes,tetrapak,9.0,tetrapak
alias-64349,yes,plastic,11.0,pots
alias-38116,yes,plastic,1.2,sachet
alias-38116,yes,plastic,1.2,sachet
alias-16374,yes,plastic,16.0,rigid (e.g. clamshell)
alias-55618,yes,plastic,16.0,rigid (e.g. clamshell)
alias-94084,yes,plastic,16.0,rigid (e.g. clamshell)
alias-72846,yes,plastic,16.0,rigid (e.g. clamshell)
alias-56665,yes,plastic,16.0,rigid (e.g. clamshell)
alias-67530,yes,plastic,16.0,rigid (e.g. clamshell)
alias-37323,yes,plastic,16.0,rigid (e.g. clamshell)
alias-17097,yes,mixed,0.84,sachet
alias-17097,yes,plastic,1.6,sachet
alias-13438,yes,mixed,0.84,sachet
alias-13438,yes,mixed,0.84,sachet
alias-54978,yes,plastic,2.0,sachet
alias-51285,yes,plastic,16.0,rigid (e.g. clamshell)
alias-12999,yes,plastic,1.6,sachet
alias-95360,yes,paper,1.0,label
alias-58597,yes,plastic,6.2,thermoform
alias-85157,yes,plastic,1.5,pots
alias-85157,yes,plastic,1.1,pots
alias-89141,yes,plastic,16.0,rigid (e.g. clamshell)
alias-52168,yes,plastic,0.4,shrink wrap
alias-63737,yes,plastic,623.0,shrink wrap
alias-65680,yes,plastic,1.2,sachet
alias-69741,yes,plastic,6.2,thermoform
alias-48204,yes,tetrapak,12.0,tetrapak
alias-48204,yes,tetrapak,12.0,tetrapak
alias-59802,yes,tetrapak,20.0,tetrapak
alias-59802,yes,tetrapak,20.0,tetrapak
alias-66801,yes,plastic,0.18,sachet
alias-91605,yes,paper,1.0,label
alias-96911,yes,plastic,10.0,flowpack
alias-85360,yes,paper,1.0,label
alias-24156,yes,paper,1.0,label
alias-57981,yes,paper,1.0,label
alias-69272,yes,mixed,0.59,sachet
alias-20107,yes,plastic,16.0,rigid (e.g. clamshell)
alias-56990,yes,plastic,1.2,sachet
alias-82356,yes,plastic,1.2,sachet
alias-66262,yes,paper,3.8,none
alias-66262,yes,paper,1.63,Plastic Bag
alias-69645,yes,plastic,1.6,sachet
alias-19871,yes,plastic,1.6,sachet
alias-20324,yes,plastic,1.98,sachet
alias-87682,yes,plastic,1.6,sachet
alias-44430,yes,plastic,1.98,sachet
alias-94044,yes,plastic,1.98,sachet
alias-56482,yes,plastic,1.6,sachet
alias-79308,yes,plastic,3.3,sachet
alias-79308,yes,plastic,3.3,sachet
alias-83606,yes,paper,1.0,label
alias-56816,yes,plastic,1.98,sachet
alias-91067,yes,plastic,1.2,sachet
alias-91067,yes,plastic,1.2,sachet
alias-33582,yes,plastic,8.0,sachet
alias-33582,yes,plastic,8.0,sachet
alias-17968,yes,paper,1.0,label
alias-58762,yes,paper,1.0,label
alias-15786,yes,paper,1.0,label
alias-75876,yes,paper,1.0,label
alias-91568,yes,paper,1.0,label
alias-47309,yes,paper,1.0,label
alias-23507,yes,tetrapak,17.9,tetrapak
alias-23507,yes,tetrapak,17.9,tetrapak
alias-55494,yes,tetrapak,17.9,tetrapak
alias-39646,yes,tetrapak,17.9,tetrapak
alias-39646,yes,tetrapak,17.9,tetrapak
alias-84305,yes,plastic,1.5,snap pack
alias-99213,yes,plastic,8.0,skinpack
alias-99213,yes,plastic,8.0,skinpack
alias-56800,yes,plastic,8.0,skinpack
alias-56800,yes,plastic,8.0,skinpack
alias-27494,yes,plastic,0.4,shrink wrap
alias-99139,yes,plastic,623.0,shrink wrap
alias-85339,yes,plastic,16.0,rigid (e.g. clamshell)
alias-67025,yes,plastic,16.0,rigid (e.g. clamshell)
alias-65831,yes,plastic,16.0,rigid (e.g. clamshell)
alias-77636,yes,plastic,1.9,thermoform
alias-11598,yes,plastic,1.9,thermoform
alias-44781,yes,tetrapak,17.9,tetrapak
alias-24690,yes,tetrapak,18.2,tetrapak
alias-80729,yes,paper,1.99,label
alias-73535,yes,tetrapak,17.9,tetrapak
alias-73535,yes,tetrapak,17.9,tetrapak
alias-72940,yes,plastic,2.772,sachet
alias-35464,yes,plastic,1.2,sachet
alias-91944,yes,paper,1.0,label
alias-26241,yes,plastic,1.2,sachet
alias-18919,yes,plastic,1.2,sachet
alias-17772,yes,mixed,0.84,sachet
alias-17772,yes,mixed,0.94,sachet
alias-13769,yes,plastic,1.6,sachet
alias-87205,yes,plastic,1.98,sachet
alias-30276,yes,plastic,1.98,sachet
alias-32275,yes,plastic,1.6,sachet
alias-63962,yes,plastic,1.98,sachet
alias-41668,yes,plastic,2.0,sachet
alias-84443,yes,plastic,2.0,sachet
alias-68256,yes,plastic,2.0,sachet
alias-65540,yes,plastic,2.0,sachet
alias-33131,yes,plastic,2.6,sachet
alias-33131,yes,plastic,2.6,sachet
alias-16393,yes,plastic,0.4,shrink wrap
alias-39947,yes,plastic,623.0,shrink wrap
alias-14024,yes,plastic,2.0,sachet
alias-14024,yes,plastic,2.0,sachet
alias-14092,yes,plastic,1.2,sachet
alias-28422,yes,mixed,10.0,sachet
alias-68208,yes,mixed,10.0,sachet
alias-86119,yes,plastic,1.5,thermoform
alias-86119,yes,plastic,1.5,thermoform
alias-60863,yes,plastic,1.92,thermoform
alias-60863,yes,plastic,0.07,label
alias-89229,yes,plastic,31.0,PET-Bottle
alias-83470,yes,tetrapak,360.0,tetrapak
alias-83470,yes,plastic,3.8,tetrapak
alias-61728,yes,plastic,2.0,sachet
alias-19891,yes,plastic,0.07,label
alias-19891,yes,plastic,1.92,thermoform
alias-92186,yes,plastic,0.07,label
alias-92186,yes,plastic,2.44,thermoform
alias-15403,yes,plastic,16.0,rigid (e.g. clamshell)
alias-53247,yes,plastic,1.05,skinpack
alias-53247,yes,plastic,1.05,can
alias-69398,yes,tetrapak,18.2,tetrapak
alias-10914,yes,plastic,16072.0,sachet
alias-10914,yes,paper,0.26,label
alias-69105,yes,paper,2.0,label
alias-82332,yes,plastic,1.2,sachet
alias-22704,yes,plastic,2.0,sachet
alias-22704,yes,plastic,2.0,sachet
alias-58523,yes,plastic,2.4,thermoform
alias-42939,yes,plastic,16.0,rigid (e.g. clamshell)
alias-17153,yes,plastic,2.08,thermoform
alias-17153,yes,plastic,5.17,thermoform
alias-14029,yes,plastic,1.5,sachet
alias-22317,yes,plastic,1.5,sachet
alias-12920,yes,plastic,7.8,sachet
alias-29334,yes,plastic,7.8,sachet
alias-47493,yes,mixed,3.5,sachet
alias-25067,yes,mixed,3.5,sachet
alias-59197,yes,paper,1.0,label
alias-63081,yes,mixed,3.0,sachet
alias-69061,yes,plastic,31.0,PET-Bottle
alias-69061,yes,plastic,31.0,PET-Bottle
alias-92806,yes,mixed,1.0,label
alias-92806,yes,plastic,3.9,sachet
alias-92806,yes,mixed,1.0,label
alias-58692,yes,mixed,1.0,label
alias-58692,yes,mixed,1.0,label
alias-58692,yes,plastic,3.9,sachet
alias-60390,yes,plastic,3.9,sachet
alias-60390,yes,mixed,1.0,label
alias-60390,yes,mixed,1.0,label
alias-27653,yes,plastic,3.9,thermoform
alias-27653,yes,mixed,1.0,label
alias-27653,yes,plastic,7.2,sachet
alias-27653,yes,mixed,1.0,label
alias-32487,yes,plastic,7.2,sachet
alias-32487,yes,plastic,3.9,thermoform
alias-32487,yes,mixed,1.0,label
alias-32487,yes,mixed,1.0,label
alias-49602,yes,mixed,1.0,label
alias-49602,yes,mixed,1.0,label
alias-49602,yes,plastic,3.9,thermoform
alias-49602,yes,plastic,7.2,sachet
alias-56476,yes,mixed,1.0,label
alias-56476,yes,plastic,30.0,skinpack
alias-11131,yes,mixed,1.0,label
alias-44536,yes,mixed,1.0,label
alias-90667,yes,plastic,5.0,snap pack
alias-90667,yes,paper,2.0,label
alias-38008,yes,paper,2.0,label
alias-38008,yes,plastic,5.0,snap pack
alias-12393,yes,plastic,7.0,sachet
alias-12393,yes,mixed,1.0,label
alias-46648,yes,plastic,7.0,sachet
alias-46648,yes,mixed,1.0,label
alias-42664,yes,plastic,7.0,sachet
alias-42664,yes,mixed,1.0,label
alias-96760,yes,plastic,7.0,sachet
alias-96760,yes,mixed,1.0,label
alias-57101,yes,paper,2.0,label
alias-57101,yes,plastic,5.0,snap pack
alias-33763,yes,plastic,5.0,snap pack
alias-33763,yes,paper,2.0,label
alias-44531,yes,plastic,3.9,thermoform
alias-44531,yes,mixed,1.0,label
alias-44531,yes,plastic,17.0,skinpack
alias-44531,yes,mixed,1.0,label
alias-56625,yes,mixed,1.0,label
alias-56625,yes,mixed,1.0,label
alias-56625,yes,plastic,3.9,thermoform
alias-56625,yes,plastic,17.0,skinpack
alias-12490,yes,plastic,17.0,skinpack
alias-12490,yes,plastic,3.9,thermoform
alias-12490,yes,mixed,1.0,label
alias-12490,yes,mixed,1.0,label
alias-10061,yes,plastic,17.0,skinpack
alias-10061,yes,mixed,1.0,label
alias-10061,yes,mixed,1.0,label
alias-10061,yes,plastic,3.9,thermoform
alias-73525,yes,plastic,7.2,thermoform
alias-73525,yes,mixed,1.0,label
alias-73525,yes,plastic,4.0,thermoform
alias-73525,yes,plastic,4.0,thermoform
alias-73525,yes,paper,1.0,label
alias-24942,yes,plastic,3.9,thermoform
alias-24942,yes,mixed,1.0,label
alias-72908,yes,plastic,4.0,thermoform
alias-72908,yes,paper,1.0,label
alias-72908,yes,plastic,4.0,thermoform
alias-72908,yes,plastic,7.2,thermoform
alias-72908,yes,mixed,1.0,label
alias-27394,yes,plastic,7.0,skinpack
alias-91912,yes,mixed,1.0,label
alias-91912,yes,plastic,17.0,skinpack
alias-56389,yes,paper,1.0,label
alias-56389,yes,plastic,4.0,thermoform
alias-56389,yes,plastic,4.0,thermoform
alias-32384,yes,paper,1.0,label
alias-32384,yes,plastic,4.0,thermoform
alias-32384,yes,plastic,4.0,thermoform
alias-88739,yes,paper,1.0,label
alias-88739,yes,plastic,6.0,thermoform
alias-88739,yes,plastic,4.0,thermoform
alias-88739,yes,mixed,1.0,label
alias-88739,yes,plastic,4.0,thermoform
alias-22803,yes,mixed,1.0,label
alias-22803,yes,plastic,17.0,skinpack
alias-21583,yes,plastic,17.0,skinpack
alias-21583,yes,mixed,1.0,label
alias-31334,yes,plastic,4.0,thermoform
alias-31334,yes,plastic,4.0,thermoform
alias-31334,yes,paper,1.0,label
alias-12236,yes,mixed,1.0,label
alias-12236,yes,mixed,1.0,label
alias-12236,yes,plastic,17.0,skinpack
alias-12236,yes,plastic,3.9,thermoform
alias-47837,yes,mixed,1.0,label
alias-47837,yes,mixed,1.0,label
alias-47837,yes,plastic,17.0,skinpack
alias-47837,yes,plastic,3.9,thermoform
alias-48136,yes,mixed,1.0,label
alias-48136,yes,mixed,1.0,label
alias-48136,yes,plastic,17.0,skinpack
alias-48136,yes,plastic,3.9,thermoform
alias-52751,yes,plastic,17.0,skinpack
alias-52751,yes,mixed,1.0,label
alias-38980,yes,mixed,1.0,label
alias-38980,yes,plastic,17.0,skinpack
alias-17129,yes,paper,1.0,label
alias-17129,yes,plastic,4.0,thermoform
alias-17129,yes,plastic,4.0,thermoform
alias-60948,yes,plastic,7.0,thermoform
alias-60948,yes,paper,1.0,label
alias-27487,yes,plastic,7.2,thermoform
alias-27487,yes,mixed,1.0,label
alias-27487,yes,plastic,4.0,thermoform
alias-27487,yes,paper,1.0,label
alias-27487,yes,plastic,4.0,thermoform
alias-77009,yes,plastic,7.0,thermoform
alias-77009,yes,plastic,4.0,thermoform
alias-77009,yes,paper,1.0,label
alias-77009,yes,paper,1.0,label
alias-77009,yes,plastic,4.0,thermoform
alias-77009,yes,plastic,4.0,thermoform
alias-77009,yes,paper,1.0,label
alias-56532,yes,plastic,7.2,thermoform
alias-56532,yes,paper,1.0,label
alias-56532,yes,plastic,4.0,thermoform
alias-56532,yes,plastic,4.0,thermoform
alias-56532,yes,mixed,1.0,label
alias-56532,yes,plastic,4.0,thermoform
alias-56532,yes,paper,1.0,label
alias-69109,yes,mixed,1.0,label
alias-69109,yes,plastic,17.0,skinpack
alias-81998,yes,plastic,17.0,skinpack
alias-81998,yes,mixed,1.0,label
alias-17079,yes,plastic,4.0,thermoform
alias-17079,yes,plastic,4.0,thermoform
alias-17079,yes,paper,1.0,label
alias-31422,yes,mixed,1.0,label
alias-31422,yes,plastic,3.0,skinpack
alias-31422,yes,plastic,27.0,skinpack
alias-79564,yes,paper,1.0,label
alias-79564,yes,plastic,4.0,thermoform
alias-79564,yes,plastic,4.0,thermoform
alias-41039,yes,plastic,4.0,thermoform
alias-41039,yes,paper,1.0,label
alias-41039,yes,plastic,4.0,thermoform
alias-78231,yes,paper,1.0,label
alias-78231,yes,plastic,4.0,thermoform
alias-78231,yes,plastic,4.0,thermoform
alias-42396,yes,plastic,17.0,skinpack
alias-42396,yes,mixed,1.0,label
alias-42396,yes,mixed,1.0,label
alias-42396,yes,plastic,16.5,skinpack
alias-42396,yes,mixed,1.0,label
alias-42396,yes,plastic,7.2,thermoform
alias-95979,yes,plastic,16.0,skinpack
alias-95979,yes,mixed,1.0,label
alias-95979,yes,plastic,3.0,skinpack
alias-95979,yes,plastic,12.0,thermoform
alias-26525,yes,plastic,3.0,skinpack
alias-26525,yes,plastic,16.0,skinpack
alias-26525,yes,mixed,1.0,label
alias-26525,yes,plastic,12.0,thermoform
alias-36463,yes,plastic,4.0,thermoform
alias-36463,yes,paper,1.0,label
alias-36463,yes,plastic,4.0,thermoform
alias-28302,yes,plastic,4.0,thermoform
alias-28302,yes,plastic,4.0,thermoform
alias-28302,yes,paper,1.0,label
alias-99796,yes,paper,1.0,label
alias-99796,yes,plastic,4.0,thermoform
alias-99796,yes,plastic,4.0,thermoform
alias-99796,yes,paper,1.0,label
alias-99796,yes,plastic,4.0,thermoform
alias-99796,yes,plastic,4.0,thermoform
alias-99796,yes,plastic,4.0,thermoform
alias-99796,yes,paper,1.0,label
alias-99796,yes,plastic,4.0,thermoform
alias-16130,yes,paper,1.0,label
alias-16130,yes,plastic,4.0,thermoform
alias-16130,yes,plastic,4.0,thermoform
alias-83119,yes,plastic,4.0,thermoform
alias-83119,yes,paper,1.0,label
alias-83119,yes,plastic,4.0,thermoform
alias-26018,yes,paper,1.0,label
alias-26018,yes,plastic,4.0,thermoform
alias-26018,yes,plastic,4.0,thermoform
alias-28639,yes,plastic,16.5,skinpack
alias-28639,yes,mixed,1.0,label
alias-28639,yes,plastic,17.0,skinpack
alias-28639,yes,mixed,1.0,label
alias-93307,yes,paper,8.0,label
alias-93307,yes,paper,2.0,label
alias-63937,yes,plastic,7.0,skinpack
alias-64093,yes,paper,1.0,label
alias-64093,yes,plastic,4.0,thermoform
alias-64093,yes,plastic,4.0,thermoform
alias-59702,yes,paper,1.0,label
alias-59702,yes,plastic,4.0,thermoform
alias-59702,yes,plastic,4.0,thermoform
alias-59045,yes,paper,1.0,label
alias-59045,yes,plastic,4.0,thermoform
alias-59045,yes,plastic,4.0,thermoform
alias-70114,yes,plastic,4.0,thermoform
alias-70114,yes,paper,1.0,label
alias-70114,yes,plastic,4.0,thermoform
alias-92018,yes,plastic,4.0,thermoform
alias-92018,yes,paper,1.0,label
alias-92018,yes,plastic,4.0,thermoform
alias-15062,yes,plastic,4.0,thermoform
alias-15062,yes,plastic,4.0,thermoform
alias-15062,yes,paper,1.0,label
alias-65188,yes,paper,1.0,label
alias-65188,yes,plastic,4.0,thermoform
alias-65188,yes,plastic,4.0,thermoform
alias-93144,yes,plastic,4.0,thermoform
alias-93144,yes,plastic,4.0,thermoform
alias-93144,yes,paper,1.0,label
alias-73087,yes,plastic,7.0,thermoform
alias-73087,yes,plastic,4.0,thermoform
alias-73087,yes,paper,1.0,label
alias-73087,yes,plastic,4.0,thermoform
alias-73087,yes,paper,1.0,label
alias-73087,yes,paper,1.0,label
alias-73087,yes,plastic,4.0,thermoform
alias-92767,yes,mixed,1.0,label
alias-92767,yes,plastic,3.0,skinpack
alias-92767,yes,plastic,27.0,skinpack
alias-43418,yes,plastic,16.5,skinpack
alias-43418,yes,plastic,17.0,skinpack
alias-43418,yes,mixed,1.0,label
alias-43418,yes,mixed,1.0,label
alias-43229,yes,plastic,4.0,thermoform
alias-43229,yes,paper,1.0,label
alias-43229,yes,plastic,4.0,thermoform
alias-63251,yes,plastic,4.0,thermoform
alias-63251,yes,paper,1.0,label
alias-63251,yes,plastic,4.0,thermoform
alias-14821,yes,mixed,1.0,label
alias-14821,yes,plastic,17.0,skinpack
alias-17183,yes,plastic,7.0,skinpack
alias-17183,yes,plastic,17.0,skinpack
alias-17183,yes,mixed,1.0,label
alias-19609,yes,plastic,7.0,skinpack
alias-19609,yes,plastic,17.0,skinpack
alias-19609,yes,mixed,1.0,label
alias-66574,yes,plastic,16.5,skinpack
alias-66574,yes,mixed,1.0,label
alias-97449,yes,plastic,16.5,skinpack
alias-97449,yes,mixed,1.0,label
alias-30638,yes,plastic,17.0,skinpack
alias-30638,yes,mixed,1.0,label
alias-30638,yes,plastic,16.0,skinpack
alias-30638,yes,mixed,644.0,label
alias-30638,yes,mixed,17.0,skinpack
alias-30638,yes,mixed,1.0,label
alias-33784,yes,mixed,1.0,label
alias-33784,yes,mixed,644.0,label
alias-33784,yes,plastic,16.0,skinpack
alias-33784,yes,plastic,17.0,skinpack
alias-33784,yes,mixed,30.0,skinpack
alias-33784,yes,mixed,1.0,label
alias-93514,yes,plastic,16.0,skinpack
alias-93514,yes,plastic,8.0,skinpack
alias-93514,yes,mixed,1.0,label
alias-99180,yes,plastic,16.0,skinpack
alias-99180,yes,plastic,8.0,skinpack
alias-99180,yes,mixed,1.0,label
alias-76949,yes,plastic,16.0,skinpack
alias-76949,yes,plastic,125.0,skinpack
alias-76949,yes,mixed,1.0,label
alias-84328,yes,plastic,16.0,skinpack
alias-84328,yes,mixed,1.0,label
alias-84328,yes,plastic,125.0,skinpack
alias-51633,yes,plastic,5.0,snap pack
alias-51633,yes,paper,2.0,label
alias-16744,yes,paper,2.0,label
alias-16744,yes,plastic,5.0,snap pack
alias-28683,yes,plastic,3.0,skinpack
alias-28683,yes,plastic,16.0,skinpack
alias-14260,yes,plastic,3.0,skinpack
alias-14260,yes,plastic,16.0,skinpack
alias-97488,yes,plastic,1.0,skinpack
alias-97488,yes,plastic,6.0,skinpack
alias-97488,yes,plastic,0.02,label
alias-97488,yes,plastic,20.0,skinpack
alias-30953,yes,plastic,0.02,label
alias-30953,yes,plastic,6.0,skinpack
alias-30953,yes,plastic,1.0,skinpack
alias-30953,yes,plastic,20.0,skinpack
alias-17898,yes,plastic,20.0,skinpack
alias-17898,yes,plastic,1.0,skinpack
alias-17898,yes,plastic,0.02,label
alias-41041,yes,plastic,0.02,label
alias-41041,yes,plastic,1.0,skinpack
alias-41041,yes,plastic,20.0,skinpack
alias-24283,yes,plastic,16.0,skinpack
alias-24283,yes,mixed,644.0,label
alias-24283,yes,mixed,17.0,skinpack
alias-24283,yes,mixed,1.0,label
alias-43461,yes,mixed,644.0,label
alias-43461,yes,plastic,16.0,skinpack
alias-43461,yes,mixed,30.0,skinpack
alias-43461,yes,mixed,1.0,label
alias-38107,yes,mixed,30.0,skinpack
alias-38107,yes,mixed,644.0,label
alias-33155,yes,mixed,644.0,label
alias-33155,yes,plastic,16.0,skinpack
alias-33155,yes,mixed,1.0,label
alias-33155,yes,mixed,17.0,skinpack
alias-58320,yes,plastic,16.0,skinpack
alias-58320,yes,mixed,1.0,label
alias-58320,yes,mixed,644.0,label
alias-58320,yes,mixed,30.0,skinpack
alias-86035,yes,plastic,16.0,skinpack
alias-86035,yes,mixed,3.0,skinpack
alias-86035,yes,mixed,1.0,label
alias-74297,yes,mixed,17.0,skinpack
alias-22446,yes,mixed,17.0,skinpack
alias-56892,yes,plastic,17.0,skinpack
alias-56892,yes,mixed,1.0,label
alias-56892,yes,plastic,7.0,skinpack
alias-56892,yes,mixed,1.0,label
alias-56892,yes,plastic,16.5,skinpack
alias-80789,yes,mixed,1.0,label
alias-80789,yes,plastic,14.0,thermoform
alias-14575,yes,plastic,14.0,thermoform
alias-14575,yes,mixed,1.0,label
alias-30403,yes,plastic,14.0,thermoform
alias-30403,yes,mixed,1.0,label
alias-84545,yes,plastic,4.0,thermoform
alias-84545,yes,paper,1.0,label
alias-84545,yes,plastic,4.0,thermoform
alias-99423,yes,plastic,16.0,skinpack
alias-99423,yes,plastic,3.0,skinpack
alias-34007,yes,plastic,16.0,skinpack
alias-34007,yes,plastic,3.0,skinpack
alias-14129,yes,plastic,3.0,skinpack
alias-14129,yes,plastic,16.0,skinpack
alias-11585,yes,plastic,4.0,thermoform
alias-11585,yes,plastic,4.0,thermoform
alias-11585,yes,paper,1.0,label
alias-10644,yes,plastic,4.0,thermoform
alias-10644,yes,paper,1.0,label
alias-10644,yes,plastic,4.0,thermoform
alias-94402,yes,plastic,17.0,skinpack
alias-94402,yes,mixed,1.0,label
alias-94402,yes,plastic,4.0,thermoform
alias-94402,yes,plastic,4.0,thermoform
alias-45722,yes,plastic,4.0,thermoform
alias-45722,yes,plastic,17.0,skinpack
alias-45722,yes,mixed,1.0,label
alias-45722,yes,plastic,4.0,thermoform
alias-22693,yes,mixed,1.0,label
alias-22693,yes,mixed,1.0,label
alias-22693,yes,plastic,7.0,sachet
alias-39470,yes,mixed,1.0,label
alias-39470,yes,mixed,1.0,label
alias-39470,yes,plastic,7.0,sachet
alias-63653,yes,mixed,1.0,label
alias-63653,yes,mixed,1.0,label
alias-63653,yes,plastic,7.0,sachet
alias-14259,yes,paper,1.0,label
alias-14259,yes,plastic,4.0,thermoform
alias-14259,yes,plastic,4.0,thermoform
alias-14259,yes,plastic,7.0,thermoform
alias-14259,yes,paper,1.0,label
alias-76947,yes,paper,1.0,label
alias-76947,yes,plastic,7.0,thermoform
alias-76947,yes,paper,1.0,label
alias-76947,yes,plastic,4.0,thermoform
alias-76947,yes,plastic,4.0,thermoform
alias-90336,yes,paper,1.0,label
alias-90336,yes,paper,1.0,label
alias-90336,yes,plastic,4.0,thermoform
alias-90336,yes,plastic,7.0,thermoform
alias-59978,yes,paper,1.0,label
alias-59978,yes,plastic,4.0,thermoform
alias-59978,yes,paper,1.0,label
alias-59978,yes,plastic,7.0,thermoform
alias-99598,yes,paper,1.0,label
alias-99598,yes,plastic,5.0,skinpack
alias-64091,yes,plastic,12.0,thermoform
alias-64091,yes,mixed,16.0,thermoform
alias-64091,yes,mixed,1.0,label
alias-67268,yes,plastic,12.0,thermoform
alias-67268,yes,mixed,8.0,thermoform
alias-67268,yes,mixed,1.0,label
alias-92709,yes,plastic,125.0,skinpack
alias-62890,yes,paper,8.0,label
alias-62890,yes,paper,2.0,label
alias-82038,yes,mixed,1.0,label
alias-82038,yes,plastic,7.0,sachet
alias-82038,yes,plastic,7.0,thermoform
alias-87475,yes,mixed,1.0,label
alias-87475,yes,plastic,7.0,sachet
alias-87475,yes,plastic,7.0,thermoform
alias-90453,yes,plastic,12.0,thermoform
alias-90453,yes,mixed,1.0,label
alias-90453,yes,mixed,1.0,label
alias-90453,yes,plastic,7.0,thermoform
alias-74357,yes,mixed,1.0,label
alias-74357,yes,plastic,12.0,thermoform
alias-74357,yes,plastic,7.0,thermoform
alias-74357,yes,mixed,1.0,label
alias-92710,yes,mixed,1.0,label
alias-92710,yes,plastic,12.0,thermoform
alias-92710,yes,plastic,14.0,thermoform
alias-92710,yes,mixed,1.0,label
alias-78176,yes,mixed,1.0,label
alias-78176,yes,mixed,1.0,label
alias-78176,yes,plastic,12.0,thermoform
alias-78176,yes,plastic,14.0,thermoform
alias-39246,yes,plastic,7.0,thermoform
alias-39246,yes,paper,1.0,label
alias-27440,yes,plastic,7.0,thermoform
alias-27440,yes,paper,1.0,label
alias-27440,yes,plastic,7.0,thermoform
alias-27440,yes,paper,1.0,label
alias-98955,yes,plastic,7.0,thermoform
alias-98955,yes,paper,1.0,label
alias-45868,yes,paper,2.0,label
alias-45868,yes,paper,8.0,label
alias-42601,yes,mixed,1.0,label
alias-42601,yes,plastic,12.0,thermoform
alias-42601,yes,mixed,1.0,label
alias-42601,yes,plastic,14.0,thermoform
alias-10905,yes,mixed,1.0,label
alias-10905,yes,plastic,7.0,thermoform
alias-44037,yes,plastic,17.0,skinpack
alias-44037,yes,mixed,1.0,label
alias-82404,yes,mixed,1.0,label
alias-82404,yes,plastic,17.0,skinpack
alias-33429,yes,mixed,1.0,label
alias-33429,yes,plastic,17.0,skinpack
alias-19771,yes,plastic,17.0,skinpack
alias-19771,yes,mixed,1.0,label
alias-29913,yes,mixed,1.0,label
alias-29913,yes,plastic,17.0,skinpack
alias-25609,yes,plastic,8.0,skinpack
alias-88862,yes,plastic,125.0,skinpack
alias-57976,yes,plastic,12.0,thermoform
alias-57976,yes,mixed,1.0,label
alias-57976,yes,plastic,7.0,thermoform
alias-57976,yes,mixed,1.0,label
alias-22336,yes,plastic,16.0,skinpack
alias-22336,yes,mixed,1.0,label
alias-82226,yes,mixed,1.0,label
alias-82226,yes,plastic,16.5,skinpack
alias-39545,yes,plastic,14.0,thermoform
alias-39545,yes,mixed,1.0,label
alias-13856,yes,mixed,1.0,label
alias-13856,yes,plastic,14.0,thermoform
alias-27201,yes,mixed,1.0,label
alias-27201,yes,plastic,14.0,thermoform
alias-11074,yes,plastic,3.0,skinpack
alias-11074,yes,plastic,16.0,skinpack
alias-47902,yes,paper,1.0,label
alias-47902,yes,plastic,7.0,thermoform
